#	Time of Day	Thread	Module	API	Return Value	Error	Duration
1	10:30:02.226 PM	1	d3d9.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000015c		0.0000217
81	10:30:02.256 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.171/Archive_65414352.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000238		0.0000126
82	10:30:02.256 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.171/Archive_65414352.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000234		0.0000214
83	10:30:02.256 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.152/Archive_65414848.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000023c		0.0000176
84	10:30:02.256 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.152/Archive_65414848.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000238		0.0000146
85	10:30:02.256 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.80/Archive_114250800.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000240		0.0000187
86	10:30:02.257 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.80/Archive_114250800.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000023c		0.0000214
87	10:30:02.257 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.116/Archive_65415680.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000244		0.0000178
88	10:30:02.257 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.116/Archive_65415680.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000240		0.0000176
89	10:30:02.257 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.95/Archive_114250624.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000248		0.0000146
90	10:30:02.257 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.95/Archive_114250624.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000244		0.0000155
91	10:30:02.257 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.134/Archive_65415392.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000024c		0.0000158
92	10:30:02.258 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.134/Archive_65415392.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000248		0.0000219
93	10:30:02.259 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.52/Archive_114251600.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000250		0.0000178
94	10:30:02.259 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.52/Archive_114251600.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000024c		0.0000208
95	10:30:02.260 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.123/Archive_65416176.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000254		0.0000111
96	10:30:02.260 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.123/Archive_65416176.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000250		0.0000135
97	10:30:02.260 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.167/Archive_65414960.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000258		0.0000105
98	10:30:02.260 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.167/Archive_65414960.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000254		0.0000123
99	10:30:02.260 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.159/Archive_65414736.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000025c		0.0000097
100	10:30:02.260 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.159/Archive_65414736.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000258		0.0000468
101	10:30:02.260 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.146/Archive_65415424.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000260		0.0000158
102	10:30:02.261 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.146/Archive_65415424.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000025c		0.0000249
103	10:30:02.261 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.129/Archive_65416016.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000264		0.0000105
104	10:30:02.261 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.129/Archive_65416016.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000260		0.0000129
105	10:30:02.261 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.176/Archive_65414144.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000268		0.0000123
106	10:30:02.261 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.176/Archive_65414144.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000264		0.0000146
107	10:30:02.261 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.175/Archive_65414160.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000026c		0.0000120
108	10:30:02.261 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.175/Archive_65414160.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000268		0.0000395
109	10:30:02.262 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.68/Archive_114251440.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000270		0.0000105
110	10:30:02.262 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.68/Archive_114251440.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000026c		0.0000135
111	10:30:02.262 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.91/Archive_114250560.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000274		0.0000102
112	10:30:02.262 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.91/Archive_114250560.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000270		0.0000138
113	10:30:02.262 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.48/Archive_114251952.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000278		0.0000099
114	10:30:02.262 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.48/Archive_114251952.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000274		0.0000132
115	10:30:02.263 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.50/Archive_114251568.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000027c		0.0000222
116	10:30:02.263 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.50/Archive_114251568.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000278		0.0000328
117	10:30:02.264 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.45/Archive_114251904.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000280		0.0000129
118	10:30:02.264 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.45/Archive_114251904.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000027c		0.0000152
119	10:30:02.266 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.40/Archive_114251824.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000284		0.0000208
120	10:30:02.266 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.40/Archive_114251824.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000280		0.0000392
121	10:30:02.266 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.26/Archive_114252432.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000288		0.0000099
122	10:30:02.266 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.26/Archive_114252432.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000284		0.0000129
123	10:30:02.266 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.28/Archive_114252464.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000028c		0.0000099
124	10:30:02.266 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.28/Archive_114252464.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000288		0.0000126
125	10:30:02.266 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.56/Archive_114251664.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000290		0.0000099
126	10:30:02.266 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.56/Archive_114251664.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000028c		0.0000129
127	10:30:02.267 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.33/Archive_114252128.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000294		0.0000105
128	10:30:02.267 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.33/Archive_114252128.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000290		0.0000129
129	10:30:02.267 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.77/Archive_114251168.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000298		0.0000099
130	10:30:02.267 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.77/Archive_114251168.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000294		0.0000129
131	10:30:02.267 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.32/Archive_114252112.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000029c		0.0000208
132	10:30:02.267 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.32/Archive_114252112.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000298		0.0000152
133	10:30:02.268 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.30/Archive_114252080.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002a0		0.0000099
134	10:30:02.268 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.30/Archive_114252080.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x0000029c		0.0000120
135	10:30:02.268 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.84/Archive_114250864.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002a4		0.0000099
136	10:30:02.268 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.84/Archive_114250864.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002a0		0.0000436
137	10:30:02.269 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.99/Archive_155085344.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002a8		0.0000099
138	10:30:02.269 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.99/Archive_155085344.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002a4		0.0000132
139	10:30:02.269 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.59/Archive_114251712.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002ac		0.0000102
140	10:30:02.269 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.59/Archive_114251712.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002a8		0.0000149
141	10:30:02.271 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.113/Archive_65415920.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002b0		0.0000099
142	10:30:02.271 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.113/Archive_65415920.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002ac		0.0000135
143	10:30:02.271 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.54/Archive_114251632.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002b4		0.0000097
144	10:30:02.271 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.54/Archive_114251632.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002b0		0.0000339
145	10:30:02.276 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.65/Archive_114251392.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002b8		0.0000170
146	10:30:02.276 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.65/Archive_114251392.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002b4		0.0000626
147	10:30:02.277 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.35/Archive_114252160.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002bc		0.0000108
148	10:30:02.277 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.35/Archive_114252160.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002b8		0.0000366
149	10:30:02.278 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.128/Archive_65415968.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002c0		0.0000272
150	10:30:02.278 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.128/Archive_65415968.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002bc		0.0000629
151	10:30:02.280 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.89/Archive_114250944.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002c8		0.0000117
152	10:30:02.280 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.89/Archive_114250944.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002c4		0.0000374
153	10:30:02.284 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.73/Archive_114251104.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002cc		0.0000129
154	10:30:02.285 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.73/Archive_114251104.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002c8		0.0000579
155	10:30:02.287 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.36/Archive_114252176.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002d0		0.0000105
156	10:30:02.287 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.36/Archive_114252176.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002cc		0.0000237
157	10:30:02.289 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.57/Archive_114251680.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002d4		0.0000152
158	10:30:02.289 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.57/Archive_114251680.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002d0		0.0000521
159	10:30:02.297 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.138/Archive_65415200.raf", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd84c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000002d8		0.0000138
160	10:30:02.297 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client/filearchives/0.0.0.138/Archive_65415200.raf.dat", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x000002d4		0.0000474
